ID,Hashes,Algorithms,VirusTotal,,,,Basic Properties,,,,History,,,,,"Names (top 3 names only, null if < 3 names)",,,
,,,Detection (sample: 4/69),Hash-MD5,Hash-SHA1,Hash-SHA256,File Type,Magic,Creation Time,Signature Date,First Seen in the Wild,First Submission,Last Submission,Last Analysis,Name1,Name2,Name3,Verdict (Benign or Malicious)
11,020e6ed7f8a7e14b137f00c4f9f38a89a0134e02,SHA1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,null,null,null,N/A
12,021f54e2b6a6367ebe971cc1d9a0d2dc,MD5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,null,null,null,N/A
13,02253301617f5201605443ec0c4ab9e3bf8667caa3ea57a0be4d0641e2394ef6,SHA256,0/76,ab91c57e9c091c0933be687b197f23a7,4038be51036bf8b389e34f27afa29edd7a658a72,02253301617f5201605443ec0c4ab9e3bf8667caa3ea57a0be4d0641e2394ef6,Win32 EXE,"PE32+ executable (console) x86-64 (stripped to external PDB), for MS Windows",1970-01-01 15:29:48,N/A,N/A,2017-02-26 01:11:21,2024-11-27 05:46:12,2024-11-27 05:46:12,02253301617f5201605443ec0c4ab9e3bf8667caa3ea57a0be4d0641e2394ef6.exe,bsqldb.exe,a18.exe,Benign
14,02431aa60089b968bc59acc69796ed9418546894752d0c9766fbe3aae0a85031,SHA256,0/76,be348a2dbf72c80e4d0c813922de8606,d08b45b702f6f51fb94642f62679036ce9213f9c,02431aa60089b968bc59acc69796ed9418546894752d0c9766fbe3aae0a85031,Win32 EXE,"PE32+ executable (console) x86-64, for MS Windows",2012-07-26 02:10:42,N/A,2012-07-25 19:10:42,2013-04-01 13:43:22,2025-02-19 10:51:52,2025-03-08 15:46:35,pvk2pfx,pvk2pfx.exe,02431aa60089b968bc59acc69796ed9418546894752d0c9766fbe3aae0a85031.exe,Benign
15,02445eb48e0d0f30b499aa66a22215e4a30e7173,SHA1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,null,null,null,N/A
16,026183defb7206b6eace52b08ffdf44f,MD5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,null,null,null,N/A
17,02a20c21aeab386b0be9e3f9882a2c18,MD5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,null,null,null,N/A
18,02a9b277f09769fd4edfd66ce380483c,MD5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,null,null,null,N/A
19,02bb63e3838307c0a3f20c84089b2055,MD5,53/76,02bb63e3838307c0a3f20c84089b2055,93a27cf641c082b09a057a63d525a1de163a9494,1b9d7a1db682853f6324314ea3abe946641bf211b3d03cdde119c0fdd82372b6,Win32 EXE,"PE32 executable (console) Intel 80386, for MS Windows",2023-08-01 16:49:55,N/A,2024-06-15 08:01:39,2024-06-14 20:18:00,2024-06-16 09:19:16,2025-01-22 13:49:13,1b9d7a1db682853f6324314ea3abe946641bf211b3d03cdde119c0fdd82372b6.exe,x86_0802_1.exe,02bb63e3838307c0a3f20c84089b2055.exe,Malicious
20,02d20ebc3e7c40a284c4b5c9fbc3e255,MD5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,null,null,null,N/A
21,03264ecf7b6c542e3a16dfc572d9b4a0bc70068c,SHA1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,null,null,null,N/A
22,032cbed16aaf22de160aeb76cb607c64,MD5,25/76,032cbed16aaf22de160aeb76cb607c64,56f0035fd3fbf21b95c94aa0aca67aa9024c5fa9,6931722698fe79bcb6fc2c39545452d799b9e32ea64a4efcf0df72c82469cf09,Android,"Zip archive data, at least v2.0 to extract, compression method=deflate",N/A,N/A,N/A,2024-06-16 02:11:02,2024-10-29 12:21:27,2024-12-27 12:20:01,6931722698fe79bcb6fc2c39545452d799b9e32ea64a4efcf0df72c82469cf09.apk,6931722698fe79bcb6fc2c39545452d799b9e32ea64a4efcf0df72c82469cf09,null,Malicious
23,033056e2a4dc8e10c9ba7d7ec078376a565d02046bb632bcd6c3be336a92a36e,SHA256,65/76,a77d393d861eb34e71b888e7d9a97115,9b29e115e3fb4c8e175bf70459657c65652fbeba,033056e2a4dc8e10c9ba7d7ec078376a565d02046bb632bcd6c3be336a92a36e,Win32 EXE,"PE32 executable (GUI) Intel 80386, for MS Windows",2004-12-01 17:52:48,N/A,N/A,2024-06-16 17:33:40,2024-06-20 21:01:00,2025-01-26 15:02:04,033056e2a4dc8e10c9ba7d7ec078376a565d02046bb632bcd6c3be336a92a36e.exe,aspweb.exe,null,Malicious
24,0332610da4b67c56b42ea9809c851a59,MD5,22/76,0332610da4b67c56b42ea9809c851a59,f08077d9ea5e4a0e7be977d7d930d320f6497f05,ac69087ad92601425a8ff958417ceea9789467bd14728df2dc06241b26b810f2,Win32 EXE,"PE32 executable (GUI) Intel 80386, for MS Windows",2011-01-27 10:43:15,N/A,N/A,2024-06-15 18:24:53,2024-06-16 13:08:43,2025-03-10 11:54:39,ac69087ad92601425a8ff958417ceea9789467bd14728df2dc06241b26b810f2.exe,ac69087ad92601425a8ff958417ceea9789467bd14728df2dc06241b26b810f2.exe.vir,SecuriteInfo.com.W32.Graftor.B.gen.Eldorado.26494.19730,Malicious
25,0360237e2941dda902a1ff309a06bb4ad8528449,SHA1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,null,null,null,N/A
26,03a32d0038ecfa9b9270425f52d97092,MD5,45/76,03a32d0038ecfa9b9270425f52d97092,15b1a942e7a883ef49814c314ae9cbd16b6b28e1,aa588d887242836d7a48f5aa46a7c1c911ed0d36124646e788249d6619d8f4f7,Win32 EXE,"PE32+ executable (console) x86-64, for MS Windows",N/A,N/A,N/A,2024-06-14 17:06:02,2024-06-15 16:16:16,2025-01-01 13:23:08,virussign.com_03a32d0038ecfa9b9270425f52d97092.vir,aa588d887242836d7a48f5aa46a7c1c911ed0d36124646e788249d6619d8f4f7.exe,aa588d887242836d7a48f5aa46a7c1c911ed0d36124646e788249d6619d8f4f7.exe.vir,Malicious
27,03cc460116e39e2108efecbfc3f936ad,MD5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,null,null,null,N/A
28,03d17463778617d5830b6dc35633f9b72b4ddd6b,SHA1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,null,null,null,N/A
29,03e5b63c1223220f8e81490e7740a0fb190d7e8a,SHA1,0/79,ca1caeba4aca23035d9b771a65053d17,03e5b63c1223220f8e81490e7740a0fb190d7e8a,7eeb424afbb027ddeb99d886036067636a885a23889eae07fca83a513d790309,ZIP,"Zip archive data, at least v1.0 to extract, compression method=store",N/A,N/A,N/A,2015-03-25 17:01:10,2024-09-02 19:59:51,2024-09-02 19:59:51,Win32.Relock - October 2007.zip,Win32.Relock_October2007.zip,null,Benign
30,03f84e09687b4311d9367965fbe59e34a9202f1d7ab9cafc0872a16c6077621e,SHA256,57/76,b07f58e752a7a0d3e8ec003a6abf8c44,9268fd2bc053c2133c546ce03f9c0dee097e91fb,03f84e09687b4311d9367965fbe59e34a9202f1d7ab9cafc0872a16c6077621e,Win32 EXE,"PE32 executable (GUI) Intel 80386, for MS Windows",2023-10-19 00:48:19,N/A,2024-06-15 09:13:52,2024-06-15 08:56:13,2024-06-20 09:14:47,2025-01-26 10:02:23,03f84e09687b4311d9367965fbe59e34a9202f1d7ab9cafc0872a16c6077621e.exe,null,null,Malicious
31,03faa241bc0007574f0ced3ac593f28a,MD5,64/76,03faa241bc0007574f0ced3ac593f28a,1fb64287fbcfde44badb50f9f68c973e7edb731a,3f122e8743aa6eb1f85ca9c84189ba0c58f078a2d9b45d026e941da8263c00e5,Win32 EXE,"PE32+ executable (GUI) x86-64, for MS Windows",2010-04-14 22:06:53,N/A,N/A,2024-06-12 21:36:09,2024-06-17 16:34:40,2025-01-22 10:28:16,3f122e8743aa6eb1f85ca9c84189ba0c58f078a2d9b45d026e941da8263c00e5.exe,2.exe,null,Malicious
32,03fdad9a78b21dd0ab4417faba3f3c16,MD5,60/76,03fdad9a78b21dd0ab4417faba3f3c16,34c8d956ef49a8ac7564ac4f79f688b4a8ce45ed,82e42641696554e468e1658020a4c23f3bbd03cd734ed364f0e67799cf32e2ed,Win32 EXE,"PE32 executable (GUI) Intel 80386, for MS Windows, UPX compressed",2024-06-15 04:44:24,N/A,N/A,2024-06-15 07:18:35,2024-06-16 12:29:28,2025-02-12 11:01:39,82e42641696554e468e1658020a4c23f3bbd03cd734ed364f0e67799cf32e2ed.exe,X2.exe,null,Malicious
33,042866fa0ecc260586dae85af31a13b8f60a3103,SHA1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,null,null,null,N/A
34,0437673a31612db52310e0104bad5c14,MD5,54/78,0437673a31612db52310e0104bad5c14,51d0db63e663ce182f93141c1000ef874e2db329,6f42327cec9d52b7b30a0efab03df9d30fc1bd5e9a5b6a6d0c1c23d99cdb1349,Win32 EXE,"PE32 executable (GUI) Intel 80386 Mono/.Net assembly, for MS Windows",2024-06-14 16:08:53,N/A,N/A,2024-06-14 19:10:18,2024-06-15 06:38:45,2024-06-22 11:00:20,datazxc_upgraded.exe,6f42327cec9d52b7b30a0efab03df9d30fc1bd5e9a5b6a6d0c1c23d99cdb1349.exe,null,Malicious
35,0452c003c4793d304121fdc3fa8ddf9f39f4eccc452fe1506dc89998c2e6129a,SHA256,52/76,c3cecbd238774e0ac01a738206b93c8f,02fa11f4a2cdf1240efc0b61b2c4b7b6a1b28ae9,0452c003c4793d304121fdc3fa8ddf9f39f4eccc452fe1506dc89998c2e6129a,Win32 EXE,"PE32 executable (GUI) Intel 80386, for MS Windows",1992-06-19 22:22:17,N/A,2024-06-16 07:46:30,2024-06-16 08:04:37,2025-01-24 13:30:35,2025-01-24 13:50:12,0452c003c4793d304121fdc3fa8ddf9f39f4eccc452fe1506dc89998c2e6129a.exe,null,null,Malicious
36,045a83e81deca9775d67b6e8c932bf2a,MD5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,null,null,null,N/A
37,04720bfdcf20864606b17eabea2b9ead471c1fbd71bf8ce8246edb7247b5d148,SHA256,0/77,c4e32faa30ab2bea27a7484989f02bbc,5c530260e10b19b0ae4dddda7b67ccd2b2f31a76,04720bfdcf20864606b17eabea2b9ead471c1fbd71bf8ce8246edb7247b5d148,Win32 EXE,"PE32 executable (GUI) Intel 80386, for MS Windows",2015-07-10 03:33:55,N/A,2015-07-09 20:33:55,2015-07-17 17:10:55,2024-10-28 01:30:38,2024-10-28 01:30:38,04720bfdcf20864606b17eabea2b9ead471c1fbd71bf8ce8246edb7247b5d148.exe,CMSTP,CMSTP.EXE,Benign
38,04c3fad7c843c2155a69e4a54fcc18324d1b4d366a0868550af02dfdd9186366,SHA256,1/77,b6675ed0addbd065a9373d6f395f2ddf,ac07534ac776b7ccb76303adc5beed532138ff0d,04c3fad7c843c2155a69e4a54fcc18324d1b4d366a0868550af02dfdd9186366,Win32 EXE,"PE32 executable (GUI) Intel 80386, for MS Windows",2015-08-07 08:47:27,N/A,2014-11-12 23:02:34,2015-09-02 03:05:31,2024-10-16 07:55:06,2024-10-16 07:55:06,jxbrowser-chromium.exe,606052333.exe,04c3fad7c843c2155a69e4a54fcc18324d1b4d366a0868550af02dfdd9186366.exe,Malicious
39,04ffb8d60a17d6405a9408e73e9cabcdaf5e396f7c4784874dc49c353e97315b,SHA256,0/78,f1c7272a2e8123338426bb19579f4951,694c8868f31d44af24bce85095ef1ece45a3d902,04ffb8d60a17d6405a9408e73e9cabcdaf5e396f7c4784874dc49c353e97315b,Win32 EXE,"PE32+ executable (console) x86-64, for MS Windows",2012-07-26 01:11:39,N/A,2012-07-25 18:11:39,2013-04-15 12:29:04,2024-10-16 07:53:15,2024-10-16 07:53:15,04ffb8d60a17d6405a9408e73e9cabcdaf5e396f7c4784874dc49c353e97315b.exe,fusagent,04ffb8d60a17d6405a9408e73e9cabcdaf5e396f7c4784874dc49c353e97315b (1).exe,Benign
40,05bdceca1231251fffe7e5de64e85098e5f28009,SHA1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,null,null,null,N/A
41,05bff93d5b773dd409d8677c4601d76a774a8ecaf6f96e8a6a06a40daee4053c,SHA256,0/76,9d8a1804a75abaa762e9b92258c84c81,5727d4b56d96f6ec5b82d576e6e5dfccecbcf8b1,05bff93d5b773dd409d8677c4601d76a774a8ecaf6f96e8a6a06a40daee4053c,MS Excel Spreadsheet,"Composite Document File V2 Document, Little Endian, Os: Windows, Version 6.1, Code page: 1252, Title: Coodinate Converter, Author: Tom Truax, Comments: Convert BetweenDegrees, Minutes, SecondsDegrees, Decimal, MinutesDecimal Degrees, Last Saved By: Craddock, Timothy D, Name of Creating Application: Microsoft Excel, Create Time/Date: Sun Sep 18 18:26:39 2005, Last Saved Time/Date: Thu Jan  9 13:13:33 2014, Security: 0",2005-09-18 18:26:39,N/A,N/A,2018-04-10 05:17:14,2024-11-28 06:55:13,2024-11-28 06:55:13,05bff93d5b773dd409d8677c4601d76a774a8ecaf6f96e8a6a06a40daee4053c.ole,Coordinate_converter.xls,05bff93d5b773dd409d8677c4601d76a774a8ecaf6f96e8a6a06a40daee4053c,Benign
42,05e898051b891f3fdf8104d732f85f08ce6d6fd5,SHA1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,null,null,null,N/A
43,05f8b2a6020d53641e6be7cdb8be1629,MD5,21/76,05f8b2a6020d53641e6be7cdb8be1629,53d976aa54d5174112eae645f82f69a97c6851c6,8fbaa2a402ad9a256fe27289c41d45836870fe804126679a076b0f6e0116808c,Android,"Zip archive data, at least v2.0 to extract, compression method=deflate",N/A,N/A,N/A,2024-06-16 02:18:46,2024-11-20 17:54:29,2024-12-27 12:19:36,8fbaa2a402ad9a256fe27289c41d45836870fe804126679a076b0f6e0116808c.apk,malware.apk,8fbaa2a402ad9a256fe27289c41d45836870fe804126679a076b0f6e0116808c,Malicious
44,0645646e6a417573d0047b6084e4632a,MD5,50/76,0645646e6a417573d0047b6084e4632a,d43adf73470cb151a61482d2e5d87f3fa1420717,7c43077f843fcf5ad00e36587087929c73702171bfb36e4c5007ea54df09e37f,Win32 DLL,"PE32+ executable (DLL) (GUI) x86-64, for MS Windows",2022-10-01 20:46:00,N/A,N/A,2024-06-15 08:15:35,2024-06-16 12:21:59,2025-01-22 14:29:05,ExcelDna,ExcelDna.xll,7c43077f843fcf5ad00e36587087929c73702171bfb36e4c5007ea54df09e37f.xll,Malicious
45,069d020e698f5faaa4912dcf5c2c900d431bf4182ce549c0501af48cae61450f,SHA256,0/75,e56444854dc9b6a1a523f2037308b077,e2a5c562fad95e48fa35f00437c38a66e50f3c81,069d020e698f5faaa4912dcf5c2c900d431bf4182ce549c0501af48cae61450f,Win32 EXE,"PE32+ executable (console) x86-64, for MS Windows",2017-07-06 20:43:46,N/A,2017-07-06 13:43:46,2017-07-11 23:38:13,2025-01-06 02:17:34,2025-01-06 02:17:34,2025-01-06_e56444854dc9b6a1a523f2037308b077_ryuk,069d020e698f5faaa4912dcf5c2c900d431bf4182ce549c0501af48cae61450f.exe,b476.exe,Benign
46,069ef8f9787e51e5664f161fde01666d,MD5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,null,null,null,N/A
47,06bd21216905b7e0462f12c46e8d857ec602d3ce,SHA1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,null,null,null,N/A
48,06e150b7b00941b0998fbbd1061b4740,MD5,59/81,06e150b7b00941b0998fbbd1061b4740,fd00676430e5f4c107faee2173a83872ed989837,b85661c82d5498736bf7f61a29914eb819b9a61470c2fbbd6b71aa5f7fa496dd,Win32 EXE,"PE32 executable (GUI) Intel 80386 Mono/.Net assembly, for MS Windows",2024-06-13 12:10:18,N/A,2024-06-13 15:27:26,2024-06-13 11:20:37,2024-06-19 23:45:05,2025-02-23 15:08:34,Qkfgvz.exe,Solicitud de presupuesto_____________________________.exe,unknown,Malicious
49,07028b82ed457f66a17b116a6c66593ea5c74b8db4e6d1c1ea7a366a2570b87e,SHA256,0/77,64d974429d930920b9e70c6c69abc6c9,d9574f409fe166c843ffbcb1d3fb1b22ed88bf89,07028b82ed457f66a17b116a6c66593ea5c74b8db4e6d1c1ea7a366a2570b87e,Win32 EXE,"PE32+ executable (GUI) x86-64, for MS Windows",1970-08-14 03:53:04,N/A,2017-07-06 00:38:25,2017-05-11 21:20:07,2024-10-16 08:15:35,2024-10-16 08:15:35,07028b82ed457f66a17b116a6c66593ea5c74b8db4e6d1c1ea7a366a2570b87e.exe,unsharp-mask,unsharp-mask.exe,Benign
50,0704b67194c1ac90f93c62cd00d1742dfb0069dfc837657e29c63884a989fbb4,SHA256,0/76,f86cfd5fa5971e1b6a66ab96a96a9beb,48bd56f82dedcf81df4ddc0c90a68dca34407cd1,0704b67194c1ac90f93c62cd00d1742dfb0069dfc837657e29c63884a989fbb4,Win32 EXE,"PE32 executable (console) Intel 80386 (stripped to external PDB), for MS Windows",1970-01-03 13:46:26,N/A,2020-06-11 13:11:14,2015-02-08 15:48:45,2024-11-26 14:47:21,2024-11-26 14:47:21,find.exe,0704b67194c1ac90f93c62cd00d1742dfb0069dfc837657e29c63884a989fbb4.exe,b196.exe,Benign
51,07615d1ba250df0b9c8772c31ec13e14b304d62ebe6258e6ae085cd8d3bacdb4,SHA256,0/76,796bf134370c6401ee2713b6bdbc0c07,2bc638a5975a3c43be2ae8ddc41dffee1ddeb014,07615d1ba250df0b9c8772c31ec13e14b304d62ebe6258e6ae085cd8d3bacdb4,Win32 EXE,"PE32+ executable (GUI) x86-64, for MS Windows",2016-08-11 07:53:52,N/A,2016-03-09 22:44:46,2016-09-24 20:01:09,2024-11-27 05:34:51,2024-11-27 05:34:51,RAVBg64.exe,ravbg64.exe,RtHDVBgProc.exe,Benign
52,076a37e4c2b4c170098f5d892b928114,MD5,56/76,076a37e4c2b4c170098f5d892b928114,f11c69ee2d79329b1af7048884731e6aad507db4,f1eab71c6163bd6804c4d6427187252e49779dff8c0a58a176bb252e6f55c694,Win32 EXE,"PE32 executable (GUI) Intel 80386, for MS Windows, UPX compressed",2024-06-15 04:35:34,N/A,N/A,2024-06-15 05:01:19,2024-06-16 14:31:23,2025-01-22 14:41:19,f1eab71c6163bd6804c4d6427187252e49779dff8c0a58a176bb252e6f55c694.exe,QY1.exe,null,Malicious
53,077f6a102329e2a1da967fd3350981d2eb9c169a3c00408fe0c6ed9c0a8d1a7c,SHA256,0/76,03ad3464cb40f736a8b221a74bdbe746,f7eff0fe7911cf48e1a7a2a1c1b4a2995f1d4d88,077f6a102329e2a1da967fd3350981d2eb9c169a3c00408fe0c6ed9c0a8d1a7c,Win32 EXE,"PE32+ executable (console) x86-64 (stripped to external PDB), for MS Windows",1970-01-03 14:45:08,N/A,N/A,2017-03-10 10:57:28,2024-11-26 14:42:09,2024-11-26 14:42:09,077f6a102329e2a1da967fd3350981d2eb9c169a3c00408fe0c6ed9c0a8d1a7c.exe,h5import.exe,b239.exe,Benign
54,0803b65f8007f568ad3418c2ec98452d,MD5,50/75,0803b65f8007f568ad3418c2ec98452d,fbe0fa944db276fa3a0098494561f6cf899f3e34,f9f26f3c687120f93ab59220634acb9ce2f6e0094bd076da4870080590a2bb34,Win32 EXE,"PE32 executable (GUI) Intel 80386, for MS Windows",2024-06-10 00:28:54,N/A,N/A,2024-06-13 08:30:56,2024-06-21 00:52:54,2025-02-08 23:05:48,f9f26f3c687120f93ab59220634acb9ce2f6e0094bd076da4870080590a2bb34.exe,asset.exe,0803b65f8007f568ad3418c2ec98452d.virus,Malicious
55,08108ba453bc6222f93d236b3f29265aebd8b286b2f7d29de588db6a23dce550,SHA256,0/76,78c86b834102279fadb2bf8dd7dbab8f,4f4092e45d4261d3deb46e976a3992d644c5eb31,08108ba453bc6222f93d236b3f29265aebd8b286b2f7d29de588db6a23dce550,Win32 EXE,"PE32 executable (console) Intel 80386 Mono/.Net assembly, for MS Windows",2012-07-26 23:25:38,N/A,2012-07-26 16:25:38,2012-12-27 03:10:36,2024-11-26 14:15:37,2025-03-08 10:36:31,vssphost4.exe,08108ba453bc6222f93d236b3f29265aebd8b286b2f7d29de588db6a23dce550.exe,sbs_ve_ambr_20151128215112.433_    324476,Benign
56,081529ae6785cf10838b4e9417c42935f10793f8acab6277b5c4821b390585e3,SHA256,0/76,e368efc411047b54fa32424d15f4a4a4,f122c56b54b65e1b0a7cb90aac272aede322e948,081529ae6785cf10838b4e9417c42935f10793f8acab6277b5c4821b390585e3,Win32 EXE,"PE32+ executable (GUI) x86-64, for MS Windows",2016-10-25 06:37:48,N/A,2016-10-24 23:37:48,2016-11-09 00:18:39,2024-11-27 05:30:38,2024-11-27 05:30:38,mip.exe,081529ae6785cf10838b4e9417c42935f10793f8acab6277b5c4821b390585e3.exe,a6c23bb2d26fe64786806a4422052283.tmp,Benign
57,082edd9de95d89234c4ce966cb8ef0c2,MD5,48/76,082edd9de95d89234c4ce966cb8ef0c2,5339fd0536ff85f1178fcd8950fd2276abdc9f58,4b0097a52abd8d9ba97a33d29154f929af53f2e33d7d5fcfee7e6f48b4f37d1d,Win32 EXE,"PE32 executable (GUI) Intel 80386, for MS Windows",2024-06-13 23:39:46,N/A,N/A,2024-06-14 00:47:10,2024-06-16 10:53:07,2025-02-21 11:01:45,4b0097a52abd8d9ba97a33d29154f929af53f2e33d7d5fcfee7e6f48b4f37d1d.exe,Magma Middle East Oil & Gas - RFQ.exe,null,Malicious
58,08805d42f83cab69e6b93d9717da43d4d61892942b2573e45ec0e97adc6b506e,SHA256,0/76,edffe7c0fc66424a3ac7be4696859f61,389d81ac432fb44081dc5a330ced4543cda876ef,08805d42f83cab69e6b93d9717da43d4d61892942b2573e45ec0e97adc6b506e,Win32 EXE,"PE32+ executable (console) x86-64 (stripped to external PDB), for MS Windows",1970-01-01 22:13:40,N/A,N/A,2017-03-10 10:53:06,2024-11-28 06:11:02,2024-11-28 06:11:02,08805d42f83cab69e6b93d9717da43d4d61892942b2573e45ec0e97adc6b506e.exe,gcc-ar.exe,x86_64-w64-mingw32-gcc-ar.exe,Benign
59,0883de955f6fb48c86902f42adf08e53cff6d19f,SHA1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,null,null,null,N/A
60,0902d20ea02ddba18da62cdbeacc9fff,MD5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,null,null,null,N/A
61,091ea8a3d6b765c6f2441f309486b445187d31ab,SHA1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,null,null,null,N/A
